id,selected,part_of_speech,tags,english,chinese,norwegian_base,verb_present_tense,verb_past_tense,verb_imperative,noun_plural,noun_singular_definite,noun_plural_definite,adjective_neuter_form,adjective_plural_form,adjective_comparative,adjective_superlative_indefinite,adjective_superlative_definite,adverb_comparative,adverb_superlative
wb_a398973b6340220742ece1ec4ba590432bb51265e12179e32107df57eb23d190,true,verb,,happen,发生,skje,skjer,skjet,skje,,,,,,,,,,
wb_ae5af41734484cca0129767bfdac2edca989f9bee658d749ab6583c66e520ab4,true,verb,,think,认为,tenke,tenker,tenket,tenke,,,,,,,,,,
wb_2cf617cce2831ed410226c6f2c345c637cfeb53e2b7f149290be2c7d1a3bb793,true,verb,,tell,告诉,fortelle,forteller,fortellet,fortelle,,,,,,,,,,
wb_e8775b5b45a95866d818879194f6a45c9f9d1d779af2aab4fa48fe35ffb10574,true,verb,,find,找到,finne,finner,finnet,finne,,,,,,,,,,
wb_32c5880888db04493b80a9cb1342c458a69055a4f7abdaf4546c484de6a38cb7,true,verb,,hold,保持,holde,holder,holdet,holde,,,,,,,,,,
wb_fe7a74ce07c8d43dc55d53e1a74f8901a164df493b2a3c13b1d6b0f747745c8e,true,verb,,apply,申请,gjelde,gjelder,gjeldet,gjelde,,,,,,,,,,
wb_4c2dc4e532f9c764b747316a0a0b7e45164c2b2f40001b99616d36e9402a247c,true,verb,,talk,谈话,snakke,snakker,snakket,snakke,,,,,,,,,,
wb_362ead4307aab19e4d896498c42af738962194bf0b27121999742e0d6dafa0b7,true,verb,,play,玩,spille,spiller,spillet,spille,,,,,,,,,,
wb_8c5966af0d00ddb917d9be2bfdbc2848463ace036ac2212baf96fe10e29855c4,true,verb,,begin,开始,begynne,begynner,begynnet,begynne,,,,,,,,,,
wb_0a29a358cd23cb169a2441f9ae46115ddfe9eb39cdd0b8eda9598fd37509ad1b,true,verb,,exist,存在,finnes,finnes,finneset,finnes,,,,,,,,,,
wb_671ff46edf8262431d970e4480986afee68961eb45b29092db52115f0043a81c,true,verb,duolingo,seems,似乎,synes,synes,syneset,synes,,,,,,,,,,
wb_9b94aee8fd65b4b035845165db0d794629989fced7dbbbc7291cbb715f0247f4,true,verb,,sit,坐,sitte,sitter,sittet,sitte,,,,,,,,,,
wb_ff180c6a1e4fefd983f6083fc05432e658f25fd9c01088def90c680c558cdd27,true,verb,,win,赢,vinne,vinner,vinnet,vinne,,,,,,,,,,
wb_8e3de79156cbf57989e0b5dead6c88a562756e5146a25a991874b8f9fd8e26e8,true,verb,,clear,清晰,klare,klarer,klaret,klare,,,,,,,,,,
wb_f115156d15be9a8a1c3f7f1071368979c4c82fe48a1d368d9c5fce5a0931ba71,true,verb,,lead,铅,føre,fører,føret,føre,,,,,,,,,,
wb_e209d419f3a3c94f72f77305b13c4125016ae685ac2f659168abe13ea9e33251,true,verb,,know,知道,kjenne,kjenner,kjennet,kjenne,,,,,,,,,,
wb_2986e565b6e09b5d9c6c8509150aad2867cc3c57617982dc507302af91d81d0b,true,verb,,work,工作,jobbe,jobber,jobbet,jobbe,,,,,,,,,,
wb_01d189b803d2cd46f864fe1c8a932c64438f7e62bab7cece430ecabfb43f3e14,true,verb,,build,建造,bygge,bygger,bygget,bygge,,,,,,,,,,
wb_530b7b0f0550b28d197a82fc66fbb30525bd87f56b059d0c05678fddb32c1b5c,true,verb,,live,直播,leve,lever,levet,leve,,,,,,,,,,
wb_d6f7e4358254e30b8a5eaf4168a8a738d054df609acfb000606486721fdf2055,true,verb,,read,读,lese,leser,leset,lese,,,,,,,,,,
wb_41abfd94bb0f7dd59e00ec8cc12e18e216a81d05d6c0c7f4df9bc63e8979e8e4,true,verb,,send,发送,sende,sender,sendet,sende,,,,,,,,,,
wb_622fe5b461452ec61f15425d40da309d1619d610559669817e15b3c4e91cfb99,true,verb,,choose,选择,velge,velger,velget,velge,,,,,,,,,,
wb_eea343ae8f059c49343ceeb14625ec71b1806abc43ab60dda142039c88a5e68d,true,verb,,ask,问,spørre,spør,spørret,spørre,,,,,,,,,,
wb_a6baff469a1aae08857c65562fbb24bf92e710c3218f878d37183d67cff758ac,true,verb,,hear,听到,høre,hører,høret,høre,,,,,,,,,,
wb_7104fa1b64508d7d55407e22fce1ea5fcf7d355618ed053cd32025911d1a3cec,true,verb,,create,创造,skape,skaper,skapet,skape,,,,,,,,,,
wb_389526d44e31d0074517a239e4b4c090f458c9f1c9b3191d0e2f37e8702f183c,true,verb,,quietly,静静地,stille,stiller,stillet,stille,,,,,,,,,,
wb_17d442199c8a6e2660d8e3a0ff94d3e17ab3e43af2b6c249ae35ce3eeaf1773a,true,verb,,increase,增加,øke,øker,øket,øke,,,,,,,,,,
wb_999ea977ae10c44573aff643c2ed676029f9c00f0846dcda030dcb5e291b18b8,true,verb,,buy,买,kjøpe,kjøper,kjøpet,kjøpe,,,,,,,,,,
wb_8144060324c59b16ef56e37b4abefa5d4e3d19460fac98f87b57a540da1aa99f,true,verb,,contribute,贡献,bidra,bidrar,bidraet,bidra,,,,,,,,,,
wb_6d45e6e66a5907db6dddf3351a67bc2212fb1540f89c142353d79280187ccecf,true,verb,,need,需要,trenge,trenger,trenget,trenge,,,,,,,,,,
wb_92e911a27084064ea85813ea9fd85e8de259bf356959792384a5c4b083d20969,true,verb,,hit,击中,slå,slår,slået,slå,,,,,,,,,,
wb_902e9c8e81ef55b38146a3e4079fb3d0f5258a11896ec51bd490b44571f17e27,true,verb,,make,使,lage,lager,laget,lage,,,,,,,,,,
wb_eeb67f3cf551132df337eb5fd8d561b2c7c92dea895aaad8701e5b935d66b5c2,true,verb,,remember,记住,huske,husker,husket,huske,,,,,,,,,,
wb_18705a698a69c39a06dbfac3009ae23d4913975233fb00a84c5ed48d9fc46934,true,verb,,wait,等待,vente,venter,ventet,vente,,,,,,,,,,
wb_17f1cc2f6ad379389b7a685b3a0646c0b8e460d38de399b889ad2dce6a4e69bb,true,verb,,feel,感觉,føle,føler,følet,føle,,,,,,,,,,
wb_33518480bd0c94c403ff200ffe5bae616342adba28ed16f5cb845c77c178b5e7,true,verb,,secure,安全,sikre,sikrer,sikret,sikre,,,,,,,,,,
wb_970dc82fb16c15b790cf5b43eafc5611d0cb34ae074f2a40b2e7b0cb3d60dd8a,true,verb,,mean,意思是,bety,betyr,betyet,bety,,,,,,,,,,
wb_142745449861fecc697e3c703bbd6d9db17003f07d96b43783ed949060ebb5fc,true,verb,,la,拉,la,lar,laet,la,,,,,,,,,,
wb_25316e90ebb194b6a71b0189f7db3430d9b23ad0a40b146a54b879f0ed98a456,true,verb,,travel,旅行,reise,reiser,reiset,reise,,,,,,,,,,
wb_76ca7a0f3e9093db5e6e132891eb9dca2113482a94e2f4d7d734479c6c85b407,true,verb,,drive,开车,drive,driver,drivet,drive,,,,,,,,,,
wb_05f7197c3c8d245d8ca41edd502537a407a70b147285adf2a08b8aeda6a33d7b,true,verb,,stay,留下来,bo,bor,boet,bo,,,,,,,,,,
wb_f85e1eff0d88332be87c3967bd153f7a4d21803cecd5a4f4ef36189edc480126,true,verb,,understand,明白,forstå,forstår,forstået,forstå,,,,,,,,,,
wb_61e543a786e012ccc9333b43a230dc4d0864139e59ce254c8f34dc651e1b5413,true,verb,,experience,经验,oppleve,opplever,opplevet,oppleve,,,,,,,,,,
wb_b6a5eaa4057b97f6dfdbee4de4f4e068f1b84026dc8013ff165f7f0f3709f420,true,verb,,pray,祈祷,be,ber,bet,be,,,,,,,,,,
wb_5185de3710c5c3a0663286b6e4fcd5b4505e08e4370e3e9bfce8a9347000ae84,true,verb,,drive,开车,kjøre,kjører,kjøret,kjøre,,,,,,,,,,
wb_891d7d5e1d76fa6c35d26958515eff88ecba864ad7ca88c6f776dfc8c298ae79,true,verb,,sell,卖,selge,selger,selget,selge,,,,,,,,,,
wb_58cccf3c192d106b2de8f394419347b68e80796ae74d2bed2c77a54e6365b07f,true,verb,,call,打电话,kalle,kaller,kallet,kalle,,,,,,,,,,
wb_c97c7a64e80a719351bceda116a57ed3a347a01a264a90ada7b8702bc3c469f8,true,verb,,answer,回答,svare,svarer,svaret,svare,,,,,,,,,,
wb_0582007f4e9a9e79092f9421278130604e648590e6ffaa8abc44238790678939,true,verb,,leave,离开,dra,drar,draet,dra,,,,,,,,,,
wb_0bbc6b8cb9384990d79ab34475aa0fd284e528d601875254e83eb52cbb20b909,true,verb,,try,尝试,prøve,prøver,prøvet,prøve,,,,,,,,,,
wb_ae46e56a18c35c000f74d755fb1070bebb6850d41060226b162a304b030de2c6,true,verb,,continue,继续,fortsette,fortsetter,fortsettet,fortsette,,,,,,,,,,
wb_98ec254616217a17c4e0864b127a80c81cf9d3066fdc8785bd66d7ef24ce0f46,true,verb,,work,工作,virke,virker,virket,virke,,,,,,,,,,
wb_f9b326507e118c653530510c0b65577ede5701342029c12151447b7551a43d6b,true,verb,,demand,需求,kreve,krever,krevet,kreve,,,,,,,,,,
wb_9f4055fcea8f6e9a7fb2407ba0f7727e7413240aa90f3c114325f5ead636d954,true,verb,,would,会,ville,vil,villet,ville,,,,,,,,,,
wb_77c4be5e0dd5f7b5f372bd60b4672cd3cae221d38ede4ad27c65c3a61fee6b55,true,verb,,hope,希望,håpe,håper,håpet,håpe,,,,,,,,,,
wb_2982994288adee7b0aecc961619820cb664dbadebda7ba1cf903ca0d29112211,true,verb,,lose,失去,miste,mister,mistet,miste,,,,,,,,,,
wb_3391f2661b686a651d626309ff3f243ec401ee41aaab6bbb528964b3fbaab0bc,true,verb,,fall,秋天,falle,faller,fallet,falle,,,,,,,,,,
wb_a9553a1e42b91555707a6d09494474b0ede5f335581d0f4dd9a44549231a1653,true,verb,,pay,付钱,betale,betaler,betalet,betale,,,,,,,,,,
wb_5bb7b13ddc259b3217a400eaeb06f72cf5139a482d8702325e2ebb405d1c4f23,true,verb,,trade,贸易,handle,handler,handlet,handle,,,,,,,,,,
wb_7490045e6832df69e63b7b96277e080bda4a5974d02e8790c9494267d024e408,true,verb,,let go,放手,slippe,slipper,slippet,slippe,,,,,,,,,,
wb_02f59c2d88db122c6c42485ed58a01120331a7ad7e2be94a4852a2abcacda51b,true,verb,,open,打开,åpne,åpner,åpnet,åpne,,,,,,,,,,
wb_dcb2c8e4edfcac3546507754d7b66ae67b9d44823d0995544da395a92895e26a,true,verb,,learn,学习,lære,lærer,læret,lære,,,,,,,,,,
wb_0bea43e45dea2cefe509adaa1538f2b18f31d9bcf0d39c4b78e09040a8fe8db7,true,verb,,call,打电话,ringe,ringer,ringet,ringe,,,,,,,,,,
wb_224036c7996fae1f8e9c07244eeb1bf8fd2610ee16871b3c62ea0823b92bf409,true,verb,,help,帮助,hjelpe,hjelper,hjelpet,hjelpe,,,,,,,,,,
wb_fbbb2618b009fcdcb9ac6fd1647ab7b8f12a9eac4c92ab29e2615857f310a741,true,verb,,work,工作,arbeide,arbeider,arbeidet,arbeide,,,,,,,,,,
wb_8ea39647478a584c2b2fbd0c72afc8f54cf2bae39892fa62a9aa6ca9d8646e7d,true,verb,,move,移动,flytte,flytter,flyttet,flytte,,,,,,,,,,
wb_802ee01bf57ec7b46c10da5da7583b91585b0a282413b2ea4d2db6475ed9f0c0,true,verb,,lead,铅,lede,leder,ledet,lede,,,,,,,,,,
wb_584b7782bdcf86736414b77448cb45ad03b6dccec19c923fa7acdfa1aad6b882,true,verb,,assess,评估,vurdere,vurderer,vurderet,vurdere,,,,,,,,,,
wb_03efa54f067d15a3dfecaf5abae76127e109699f1b95265efe8e1d4aa3962130,true,verb,,start,开始,starte,starter,startet,starte,,,,,,,,,,
wb_c4a151f6ef1da78622a3c1a211da00b799fe79fdd2abb7c3cd53852c6df034cc,true,verb,,change,改变,endre,endrer,endret,endre,,,,,,,,,,
wb_7e4ecf3551cbca248ba379870e68f104391a2cf0194c4d52969bf259a9c77bc2,true,verb,,report,报告,melde,melder,meldet,melde,,,,,,,,,,
wb_4f46810afc778b3d40d49f570b430a899250b4e08ef5ac534aa8d9816b7efb55,true,verb,,like,喜欢,like,liker,liket,like,,,,,,,,,,
wb_c9bc62e02d91dd5453a6be292bc05f44e4e7fe8a19d3daeec59b49e5adaf3a27,true,verb,,draw,画,trekke,trekker,trekket,trekke,,,,,,,,,,
wb_bacf31b2ed7d497686dbef4d9d1d2588f02a3fcaba6cf74a93f28d26f60c8947,true,verb,,die,死,dø,dør,døet,dø,,,,,,,,,,
wb_39fcd5dfc2904503c7207dfdbe694ca2558bb10c765b443fc3bc2d14c4502306,true,verb,,claim,索赔,hevde,hevder,hevdet,hevde,,,,,,,,,,
wb_76ff0df459a5641fd1a64eb628c09efc3fa6e815e8841b0437fa62f723e7885c,true,verb,,develop,发展,utvikle,utvikler,utviklet,utvikle,,,,,,,,,,
wb_31754daf072ab62544d871f3c70b90b47f57e4a89c33b256177a55324ce0a108,true,verb,,was supposed to,本来应该,skulle,skal,skullet,skulle,,,,,,,,,,
wb_2621969271378a379c82e46e4a150ce21336a709733649e5f9f09c84d58cb5c1,true,verb,,recommend,推荐,anbefale,anbefaler,anbefalet,anbefale,,,,,,,,,,
wb_8ca1225690dfe713e9499c9978082d460bf62064d77874d99276ccb7605ec54a,true,verb,,try,尝试,forsøke,forsøker,forsøket,forsøke,,,,,,,,,,
wb_9568d7c4972d51b55c689a156a70c9ed42c44e13d9605657a717d431065383e3,true,verb,,stop,停止,slutte,slutter,sluttet,slutte,,,,,,,,,,
wb_3bae08a46b2f2c26b51f2a82e5fa55c96fdf54318a4cc9ee1bd3cbc4f367cfc8,true,verb,,frame,框架,ramme,rammer,rammet,ramme,,,,,,,,,,
wb_df4054aa4b41b86b655c1bb0667c8905499d8d46dc2c610cd3bb0013946f7d0b,true,verb,,participate,参与,delta,deltar,deltaet,delta,,,,,,,,,,
wb_c83d1e6617408873a1fb1d138937a94ae48bd5d395b88fc36608b64c9dcfe060,true,verb,,decide,决定,bestemme,bestemmer,bestemmet,bestemme,,,,,,,,,,
wb_f2470b3eb9b9ab1e41eb604b7fa51484b45bb3ad0a28a0fe54a633cce3b9c802,true,verb,,explain,解释一下,forklare,forklarer,forklaret,forklare,,,,,,,,,,
wb_1bb50c108ce60c59d4845509160f3eb2ae6d8029248dae389c132245ddf73ca8,true,verb,,postpone,推迟,utsette,utsetter,utsettet,utsette,,,,,,,,,,
wb_8f6a694004ce789ea3f453e9d28eba5e53cdd1517af13afd7f7fd42b3248aa82,true,verb,,fear,恐惧,frykte,frykter,fryktet,frykte,,,,,,,,,,
wb_11c4080325a8a0dbba75c94ee9b9076837efcf9e47d3346fe3a808dfa19a9f14,true,verb,,notify,通知,varsle,varsler,varslet,varsle,,,,,,,,,,
wb_34465eb7489418ebb5c240e41c7dde8eba183de80bcf3b9664633b0fc6819590,true,verb,,discuss,讨论,diskutere,diskuterer,diskuteret,diskutere,,,,,,,,,,
wb_6c8d9b0eed4651c622b148a5146195602f40ae5c9154557b0f0e334e64246ae3,true,verb,,could,可以,kunne,kan,kunnet,kunne,,,,,,,,,,
wb_d19a914153030eb0ff547eb17b0830794fd7fe8c960c8c8d06fbb144facf871e,true,verb,,cost,成本,koste,koster,kostet,koste,,,,,,,,,,
wb_cf20571b5e2dfbb394ce7406898c6a028d2b1747546c1a81b132911aeb3f8eac,true,verb,,fit,适合,passe,passer,passet,passe,,,,,,,,,,
wb_06d4515970b5d38357d76d6061ce07dfd8f572b513ccd7cd864df8b6072444f2,true,verb,,hit,击中,treffe,treffer,treffet,treffe,,,,,,,,,,
wb_b8b39381d9fb7e9b4e00ea8547ebdd2a4c278a974a089f4ed61930a932df0690,true,verb,,hang,挂,henge,henger,henget,henge,,,,,,,,,,
wb_76ea8dc20aa6cee81dd777a7f572d2fa85d49bfdfa7df8b96722b90feb73445a,true,verb,,carry,携带,bære,bærer,bæret,bære,,,,,,,,,,
wb_4461631ad83ffe7fdb8382df7afce8b48373c89f9a9c51c369e3ed72524d2c84,true,verb,,strength,实力,styrke,styrker,styrket,styrke,,,,,,,,,,
wb_af6042d1a02b590d30f9c916ae259c3ec539350625acb32cb527ce6a343b203d,true,verb,,share,分享,dele,deler,delet,dele,,,,,,,,,,
wb_50fcf2013a355297369c1677de183559e2b199e5dcd554a4bb7bbb5f32d6b090,true,verb,,collect,收集,samle,samler,samlet,samle,,,,,,,,,,
wb_1af0be91741898e2633f09a6ee7f8e81a78a8fb9399c0b4d539ebdca46e610bb,true,verb,,fine,很好,skjønne,skjønner,skjønnet,skjønne,,,,,,,,,,
wb_544b6671b86310b0bc64a34cffce1bf69431558782960d1eead165ba396b8d35,true,verb,,reduce,减少,redusere,reduserer,reduseret,redusere,,,,,,,,,,
wb_a2d35bc8215624bb7c412ef379664606f9b895ebd6e5acdfeb42a633b84740ae,true,verb,,mourn,哀悼,sørge,sørger,sørget,sørge,,,,,,,,,,
wb_b7529bd6fd9f913238a29fd3c2d4b3be5062d4bfe9bfd644302e86657c6ee645,true,verb,,underline,下划线,understreke,understreker,understreket,understreke,,,,,,,,,,
wb_2a5eedf7d4debeff784cdd270d60344d67afbac89e21b42a2301e06d731a9a30,true,verb,,hot,热,hete,heter,hetet,hete,,,,,,,,,,
wb_9992c803282c87ce9a842fa4559c4e05997c7bd92f86f39cff3557489ea5df16,true,verb,,exercise,锻炼,trene,trener,trenet,trene,,,,,,,,,,
wb_4e918f719f4ebaa5f67b8f0a82f0bcc0b4abac5992fdf5426af800b14a8c3f0f,true,verb,,rain,雨,regne,regner,regnet,regne,,,,,,,,,,
wb_71166436aff4bad3e5d4db0ee35fae4c5494131d3b92a345605b28320b942cb2,true,verb,,deliver,交付,levere,leverer,leveret,levere,,,,,,,,,,
wb_980e7c3c4c946c76b3191e9af0b0096fbaf55191bcbf89eca12fd0adffd39e41,true,verb,,fight,战斗,kjempe,kjemper,kjempet,kjempe,,,,,,,,,,
wb_e802d734bfb2b09cfa36c96fe5aff2fec3ee40b263804158838f2aed302c9e85,true,verb,,point,点,peke,peker,peket,peke,,,,,,,,,,
wb_9bc601db5c39e7185567af8fa7b6018b774996a1ce74e64c92e56a2fcb21449f,true,verb,,tie,领带,knytte,knytter,knyttet,knytte,,,,,,,,,,
wb_052308b35096abe8db99ae584d1f9fc77595d2250ac9a31a23665f655b8d154f,true,verb,,kill,杀,drepe,dreper,drepet,drepe,,,,,,,,,,
wb_2825d0eea7d179da58229029e5d47e7bc5622a9c874a89c322cbfe68f3b8543b,true,verb,,loss,损失,tape,taper,tapet,tape,,,,,,,,,,
wb_1ce843a40737e84598a99903bdade746972629ebb87698c3a6e13aa4b7d71403,true,verb,,cooperate,合作,samarbeide,samarbeider,samarbeidet,samarbeide,,,,,,,,,,
wb_a2e2e09afce955862b48a7b9a831b57668b10d3045bf770ce764a5121dda4849,true,verb,,end,结束,ende,ender,endet,ende,,,,,,,,,,
wb_67730ef374cf243000894b53cc4ee2567cf76833e58426e85e944aa76fdb2974,true,verb,,react,反应,reagere,reagerer,reageret,reagere,,,,,,,,,,
wb_91909d21463fafb58ad776f264a252e844d63755396b386393f1bb58079bdc28,true,verb,,pronunciation,发音,uttale,uttaler,uttalet,uttale,,,,,,,,,,
wb_2a285ce743c9b3188316a24794aa5304e2fa784d50b96f703063cdc0e1541cd5,true,verb,,receive,收到,motta,mottar,mottaet,motta,,,,,,,,,,
wb_498f33ca09fe63b602b10d91f5246f5bf06a111ec9ed72f53c917742f3af5522,true,verb,,carry out,执行,gjennomføre,gjennomfører,gjennomføret,gjennomføre,,,,,,,,,,
wb_5055a4eeb2ffed7666027c2405b53be3585a7bfff0334b3e69ffc007625eb0e0,true,verb,,process,过程,behandle,behandler,behandlet,behandle,,,,,,,,,,
wb_ed83767268d602f0be83aac2a5508be6ccfdd5384f57d394a9ad5d3ba53fa7a4,true,verb,,adopt,采用,vedta,vedtar,vedtaet,vedta,,,,,,,,,,
wb_3f65f5e0f849b3cee0c57b8dfcc203666afb3507b5e5207500d8b31ab6da2bfb,true,verb,,bet,打赌,satse,satser,satset,satse,,,,,,,,,,
wb_b6cdb6ab46d75e68727478e893326e4c10533133a2d2403b07909508868e6c89,true,verb,,declare,声明,erklære,erklærer,erklæret,erklære,,,,,,,,,,
wb_7f589724110285b039deb27ace8d9b4b66a4c45d7ac5977f5efbe1b31ad78534,true,verb,,now,现在,nå,når,nået,nå,,,,,,,,,,
wb_378cb94fa872814c7f46b4dcb2cee99d0315a682b2d0062978eafc80f2fb605b,true,verb,,remove,删除,fjerne,fjerner,fjernet,fjerne,,,,,,,,,,
wb_f8678a802d4071f719a6441a6f866dbcdb2a718d1a1533295f749304ae5e684f,true,verb,,grow,成长,vokse,vokser,vokset,vokse,,,,,,,,,,
wb_8cebbc59166c71c51ea3e0cb7df424f528a1c8f1c818458f70cc398c4dde5263,true,verb,,establish,建立,etablere,etablerer,etableret,etablere,,,,,,,,,,
wb_5d1e6f216632991f71926d0ccb1f9b8116d751cfd01c8bfc78f5c36b5942bbce,true,verb,,give birth,生下,føde,føder,fødet,føde,,,,,,,,,,
wb_6875c27c5e60941c54c2899fdf6abd9479de93f2890e185091a05d71cb0bd343,true,verb,,toil,辛劳,slite,sliter,slitet,slite,,,,,,,,,,
wb_897677036295ef68ba977640c6e4d0cf0aad309962ed03e9b9507d24874c54fc,true,verb,,love,爱,elske,elsker,elsket,elske,,,,,,,,,,
wb_2403f1f9cc45b78c48d79bd04e23a6e2ed5d0d5773726b5cea2a43289a157010,true,verb,,separate,分开,skille,skiller,skillet,skille,,,,,,,,,,
wb_d2c1e84ec2b3d8a7a52f4fe2034b5cf7c9ebb3630aec3f35b5bebb6c23123bc7,true,verb,,introduce,介绍,innføre,innfører,innføret,innføre,,,,,,,,,,
wb_9c3fcb096f1057ac46187a897b946615441929d6008cfedbe24c320a99b5d7d1,true,verb,,imply,暗示,innebære,innebærer,innebæret,innebære,,,,,,,,,,
wb_0cc68e75d56c1a3d3babf4a7e73a877d0170bfc0b974da3c532553ec5a3f2341,true,verb,,rule,规则,styre,styrer,styret,styre,,,,,,,,,,
wb_8ac084c7ff7ea89a3dc91a37e8a56bd6fc4a8ddfc33ba7eb5f458bf62ee9a8f0,true,verb,,forget,忘记,glemme,glemmer,glemmet,glemme,,,,,,,,,,
wb_cf187543817e493568b75d6b13a8583358f0f9052bd43287b062f3453c9d0d4f,true,verb,,suggest,建议,foreslå,foreslår,foreslået,foreslå,,,,,,,,,,
wb_f558818feb708fda4860caa559910b0b47a465e90f70b3b6957872d171007ea2,true,verb,,throw,扔,kaste,kaster,kastet,kaste,,,,,,,,,,
wb_c76d2b137b54aa3690fc8ac010adc32db066113d4ea46e2c51dee5b2c5471987,true,verb,,pick up,拿起,hente,henter,hentet,hente,,,,,,,,,,
wb_261d014df811aa1994b1224547e67d8af8bd023d06f85f1e097a24c0bbcdf297,true,verb,,describe,描述,beskrive,beskriver,beskrivet,beskrive,,,,,,,,,,
wb_1f0281ba24cdf99b028d7841a8caee5f27d64185d505fc44155957e9ed0bdb83,true,verb,,save,保存,redde,redder,reddet,redde,,,,,,,,,,
wb_06b82598f209526516c401f64273bf1d7ce35607a6bc205b2e2246d21a9ccf51,true,verb,,advance,提前,fremme,fremmer,fremmet,fremme,,,,,,,,,,
wb_b7ec0ecff94e5be8031846b6533f1243204b0a5dae15fecfb02a0afb497fa19a,true,verb,,eat,吃,spise,spiser,spiset,spise,,,,,,,,,,
wb_792c0d89345e335cb970f736e5ada117afa67d8149f568c62255a2bd618a8a34,true,verb,,apply,申请,søke,søker,søket,søke,,,,,,,,,,
wb_29cc26d897c65f222c99f7607b728c6c60ee6011202ae6d6cfc475a1897faf43,true,verb,,count,计数,telle,teller,tellet,telle,,,,,,,,,,
wb_4150dddb8cf40d0587e16b29a15d86534eb5470cb591efabbd255db5b709b9eb,true,verb,,disappear,消失,forsvinne,forsvinner,forsvinnet,forsvinne,,,,,,,,,,
wb_4ddec1160af94e29e7f87faffd1a6a9a5d554635a18274aac3724138aefab2d3,true,verb,,shoot,射击,skyte,skyter,skytet,skyte,,,,,,,,,,
wb_6cbc3f913e0e556d2c929aa53b58553eac639ad1ad841037aaca9f6b87f95d56,true,verb,,confirm,确认,bekrefte,bekrefter,bekreftet,bekrefte,,,,,,,,,,
wb_b8229566a9bcbe68c5da67f423eff1d154c55b79b32c36bf56e3d67178190af1,true,verb,,mention,提及,nevne,nevner,nevnet,nevne,,,,,,,,,,
wb_064423b567ea04c3e9b6edf473bdaa4f95839a53b5f12e0a70f8a3faf17f9975,true,verb,,influence,影响力,påvirke,påvirker,påvirket,påvirke,,,,,,,,,,
wb_0dbc08061767dcc761b7caf61a197dff46366f284ab7c170d4fcdf5ef7b2efbd,true,verb,,stop,停止,stoppe,stopper,stoppet,stoppe,,,,,,,,,,
wb_8ddc848fe83454b5cdacd29713504185ee750a3457077bdb642030c0f8cfbd28,true,verb,,take place,发生,foregå,foregår,foregået,foregå,,,,,,,,,,
wb_0c47788ebbb0855c37a90f515ce7df4b2107a4cdbc8a34a3fdb0dfd4b5c14c20,true,verb,,keep,保留,beholde,beholder,beholdet,beholde,,,,,,,,,,
wb_a7482bb446b5ebc45011c1d8680c0d318980061a4c1f4898bf2b3cdffd793545,true,verb,,brand,品牌,merke,merker,merket,merke,,,,,,,,,,
wb_426467b85baeb28528e2afc59f7551649e1136e4a8011f1fbc9a2794bd10a73c,true,verb,,deceive,欺骗,lure,lurer,luret,lure,,,,,,,,,,
wb_5d0432692f81321110f94f080b91b12ff12dffe306d10af94e26ea0723e4bdf4,true,verb,,break,打破,bryte,bryter,brytet,bryte,,,,,,,,,,
wb_50d419531139a32149f623fe68a44a8320abbba115622dd5a345c335b2a7498a,true,verb,,fill,填充,fylle,fyller,fyllet,fylle,,,,,,,,,,
wb_9e8701a733c658ba67b739b2a4312333f996415d7160a0164d2c63e18e678873,true,verb,,function,功能,fungere,fungerer,fungeret,fungere,,,,,,,,,,
wb_1658a123c7ae6a4836326238441dcc048515a922b8dc4f8a04d6526be359caca,true,verb,,laugh,笑,le,ler,let,le,,,,,,,,,,
wb_f91d976c5295dc0c7caefee684ec5fad5f6e55fee16c63bc85324ba5d031f15e,true,verb,,decide,决定,avgjøre,avgjør,avgjøret,avgjøre,,,,,,,,,,
wb_49412ac7fe9d9561d12617fafe4c9080b0087d34c7587835afe0a09506aa7860,true,verb,,thank,谢谢,takke,takker,takket,takke,,,,,,,,,,
wb_7a75f48a9945839802d32add17dafce6a071dd2466609dde8d08b8c30ce7c3a3,true,verb,,judge,法官,dømme,dømmer,dømmet,dømme,,,,,,,,,,
wb_fe05234382aff99ac2fcceb87d3aec016cbe504c72113b28e21dbbec08e1e166,true,verb,,serve,服务,tjene,tjener,tjenet,tjene,,,,,,,,,,
wb_4d400e56ce328192e50386949cf356db282eca160fe9c40d8e59a2bbc2377875,true,verb,,invite,邀请,invitere,inviterer,inviteret,invitere,,,,,,,,,,
wb_f0bbe1b84ac245e091ea873d0f7168b51ed570180fbde2a461e992bf9e5c36a8,true,verb,,base,基地,basere,baserer,baseret,basere,,,,,,,,,,
wb_538357ccdfa18a9ee2147d56a0450a78cc00947ac76fcae7fcc0b6e710a88f79,true,verb,,refuse,拒绝,nekte,nekter,nektet,nekte,,,,,,,,,,
wb_146417b96be440bcc07db93fc0da520fb039a05a3fca62d89233e6afc8fb9c55,true,verb,,terminate,终止,avslutte,avslutter,avsluttet,avslutte,,,,,,,,,,
wb_38775ea6bbdf15de2701de862fea0c12b0d5e7fed9faca0508b3333be39fc526,true,verb,,promise,承诺,love,lover,lovet,love,,,,,,,,,,
wb_4bb0b9adac4a1648786520e1318bfc52cc19aeb31d24821c7e8ee7d0a2fac566,true,verb,,realize,意识到,innse,innser,innset,innse,,,,,,,,,,
